N,DEWP,TEMP,PRES,WIND_SPEED,SNOW,RAIN,PM25,PM25
14611,17,25,1008,12.06,0,0,49,49
14612,18,24,1008,13.85,0,0,57,57
14613,18,23,1009,15.64,0,0,51,51
14614,18,23,1009,17.43,0,0,71,71
14615,19,23,1009,20.56,0,0,72,72
14616,19,22,1010,22.35,0,0,50,50
14617,20,21,1010,0.89,0,0,47,47
14618,19,21,1010,1.79,0,0,39,39
14619,19,21,1011,1.79,0,0,49,49
14620,19,21,1011,0.89,0,0,60,60
14621,19,20,1011,1.78,0,0,82,82
14622,19,20,1012,0.89,0,0,78,78
14623,19,20,1012,0.89,0,0,79,79
14624,20,21,1013,0.89,0,0,102,102
14625,19,22,1013,1.78,0,0,96,96
14626,20,24,1014,1.79,0,0,103,103
14627,19,25,1014,4.92,0,0,99,99
14628,19,26,1014,8.05,0,0,107,107
14629,20,27,1014,12.07,0,0,89,89
14630,20,27,1013,16.09,0,0,69,69
14631,20,27,1013,20.11,0,0,78,78
14632,17,27,1013,24.13,0,0,61,61
14633,17,27,1012,29.05,0,0,69,69
14634,18,26,1013,33.97,0,0,69,69
14635,19,25,1013,37.99,0,0,81,81
14636,19,23,1013,39.78,0,0,105,105
14637,20,23,1014,42.91,0,0,107,107
14638,20,22,1014,0.89,0,0,102,102
14639,19,21,1014,3.13,0,0,121,121
14640,19,21,1015,4.92,0,0,137,137
14641,19,20,1014,5.81,0,0,169,169
14642,19,19,1014,0.89,0,0,191,191
14643,19,20,1014,2.68,0,0,191,191
14644,18,18,1014,0.89,0,0,189,189
14645,18,19,1014,0.89,0,0,160,160
14646,18,18,1014,1.34,0,0,159,159
14647,18,18,1014,2.23,0,0,112,112
14648,19,19,1015,3.12,0,0,111,111
14649,19,21,1015,4.02,0,0,83,83
14650,19,24,1015,5.81,0,0,65,65
14651,18,25,1015,1.79,0,0,66,66
14652,18,26,1015,1.79,0,0,76,76
14653,17,28,1014,3.13,0,0,79,79
14654,16,28,1013,4.92,0,0,63,63
14655,17,30,1012,1.79,0,0,58,58
14656,17,30,1012,1.79,0,0,56,56
14657,15,31,1011,3.58,0,0,62,62
14658,15,30,1011,3.13,0,0,58,58
14659,16,28,1011,7.15,0,0,52,52
14660,16,26,1012,10.28,0,0,35,35
14661,16,25,1012,13.41,0,0,36,36
14662,16,25,1012,16.54,0,0,39,39
14663,16,22,1012,18.33,0,0,37,37
14664,17,20,1012,0.89,0,0,48,48
14665,17,19,1012,1.79,0,0,73,73
14666,17,18,1012,1.79,0,0,78,78
14667,17,18,1012,0.89,0,0,90,90
14668,17,18,1013,1.78,0,0,81,81
14669,17,17,1013,2.67,0,0,93,93
14670,18,18,1013,3.12,0,0,83,83
14671,17,17,1013,0.89,0,0,78,78
14672,19,19,1014,0.89,0,0,85,85
14673,19,22,1015,1.78,0,0,96,96
14674,19,24,1015,1.79,0,0,146,146
14675,19,25,1015,3.58,0,0,163,163
14676,18,27,1015,5.37,0,0,161,161
14677,16,29,1014,10.29,0,0,151,151
14678,16,28,1014,14.31,0,0,105,105
14679,16,29,1013,18.33,0,0,101,101
14680,17,29,1012,22.35,0,0,92,92
14681,17,28,1012,25.48,0,0,118,118
14682,16,27,1012,29.5,0,0,96,96
14683,15,25,1012,32.63,0,0,51,51
14684,15,24,1012,35.76,0,0,38,38
14685,15,22,1013,37.55,0,0,58,58
14686,15,22,1013,39.34,0,0,55,55
14687,16,19,1013,0.45,0,0,41,41
14688,17,19,1013,1.34,0,0,36,36
14689,17,20,1013,2.23,0,0,49,49
14690,17,20,1012,0.89,0,0,50,50
14691,16,19,1012,0.89,0,0,51,51
14692,16,20,1012,1.78,0,0,60,60
14693,16,19,1012,2.67,0,0,73,73
14694,16,18,1012,3.56,0,0,86,86
14695,16,18,1012,4.45,0,0,157,157
14696,17,19,1012,0.89,0,0,100,100
14697,16,21,1012,1.79,0,0,109,109
14698,16,23,1012,3.58,0,0,117,117
14699,15,24,1012,0.89,0,0,95,95
14700,15,26,1011,1.79,0,0,85,85
14701,16,27,1010,4.92,0,0,103,103
14702,18,28,1009,8.05,0,0,127,127
14703,18,28,1008,12.07,0,0,108,108
14704,18,30,1007,16.09,0,0,85,85
14705,17,29,1007,21.01,0,0,98,98
14706,17,28,1007,25.93,0,0,125,125
14707,18,26,1007,29.06,0,0,155,155
14708,19,25,1007,32.19,0,0,143,143
14709,19,23,1008,33.98,0,0,160,160
14710,19,23,1008,37.11,0,0,164,164
14711,19,23,1007,38.9,0,0,200,200
14712,19,23,1007,40.69,0,0,194,194
14713,19,22,1007,42.48,0,0,195,195
14714,20,21,1006,44.27,0,0,206,206
14715,20,21,1006,46.06,0,0,221,221
14716,20,21,1006,47.85,0,0,217,217
14717,20,21,1006,49.64,0,0,218,218
14718,19,20,1005,51.43,0,0,230,230
14719,19,20,1006,53.22,0,0,228,228
14720,20,21,1006,55.01,0,0,249,249
14721,21,22,1006,56.8,0,0,256,256
14722,20,23,1006,0.89,0,0,264,264
14723,21,24,1006,1.79,0,0,256,256
14724,21,25,1006,1.79,0,0,277,277
14725,21,26,1005,4.92,0,0,287,287
14726,20,27,1005,8.05,0,0,202,202
14727,13,29,1004,15.2,0,0,116,116
14728,14,29,1004,20.12,0,0,50,50
14729,14,29,1004,25.04,0,0,35,35
14730,15,25,1005,3.13,0,0,30,30
14731,17,21,1005,4.02,0,0,43,43
14732,16,21,1006,1.79,0,0,46,46
14733,16,21,1007,4.02,0,0,70,70
14734,18,20,1008,4.02,0,1,66,66
14735,18,20,1009,0.89,0,2,79,79
14736,18,20,1009,1.79,0,3,76,76
14737,18,20,1009,2.68,0,4,80,80
14738,18,20,1009,5.81,0,0,69,69
14739,17,21,1009,9.83,0,0,64,64
14740,16,20,1009,12.96,0,0,17,17
14741,18,20,1010,16.09,0,0,14,14
14742,14,20,1011,20.11,0,0,13,13
14743,15,17,1011,0.89,0,0,11,11
14744,15,17,1012,3.13,0,0,10,10
14745,15,18,1012,6.26,0,1,21,21
14746,15,18,1013,3.13,0,0,17,17
14747,14,20,1012,4.92,0,0,27,27
14748,14,20,1013,0.89,0,0,26,26
14749,14,19,1013,1.78,0,0,23,23
14750,14,20,1012,4.02,0,0,24,24
14751,14,19,1012,7.15,0,0,51,51
14752,15,19,1012,8.94,0,0,40,40
14753,15,19,1013,10.73,0,0,45,45
14754,16,19,1013,12.52,0,0,57,57
14755,16,19,1013,14.31,0,0,57,57
14756,16,18,1014,0.89,0,0,58,58
14757,16,18,1016,0.89,0,1,58,58
14758,16,17,1016,1.79,0,0,44,44
14759,16,17,1016,0.89,0,0,43,43
14760,17,17,1016,1.78,0,0,48,48
14761,17,17,1017,1.79,0,0,43,43
14762,17,17,1017,3.58,0,0,58,58
14763,17,17,1017,0.89,0,0,54,54
14764,15,16,1017,1.79,0,0,48,48
14765,14,16,1018,4.92,0,0,34,34
14766,15,16,1019,8.94,0,0,26,26
14767,13,14,1019,12.07,0,0,5,5
14768,14,17,1020,16.09,0,0,6,6
14769,11,18,1021,21.01,0,0,11,11
14770,6,20,1021,25.03,0,0,13,13
14771,6,22,1022,29.95,0,0,7,7
14772,8,22,1021,4.92,0,0,3,3
14773,3,24,1021,7.15,0,0,16,16
14774,3,24,1020,11.17,0,0,9,9
14775,4,24,1020,4.92,0,0,8,8
14776,3,25,1020,4.92,0,0,7,7
14777,5,23,1020,1.79,0,0,10,10
14778,5,23,1020,4.92,0,0,12,12
14779,9,20,1021,0.89,0,0,14,14
14780,12,18,1021,0.89,0,0,23,23
14781,12,17,1022,0.89,0,0,32,32
14782,10,19,1022,1.79,0,0,32,32
14783,10,20,1023,3.13,0,0,19,19
14784,10,18,1023,0.89,0,0,21,21
14785,11,17,1023,1.79,0,0,48,48
14786,11,17,1023,3.58,0,0,31,31
14787,11,17,1023,5.37,0,0,31,31
14788,12,17,1023,0.89,0,1,25,25
14789,13,16,1024,4.92,0,2,23,23
14790,13,15,1024,9.84,0,3,22,22
14791,13,14,1025,13.86,0,4,11,11
14792,13,14,1025,16.99,0,5,10,10
14793,13,14,1025,21.01,0,6,11,11
14794,12,14,1026,25.93,0,7,12,12
14795,12,14,1026,29.95,0,8,10,10
14796,12,14,1026,31.74,0,9,22,22
14797,13,14,1025,34.87,0,10,8,8
14798,13,14,1024,38,0,11,19,19
14799,14,15,1024,1.79,0,12,20,20
14800,13,14,1023,0.89,0,13,14,14
14801,14,15,1023,1.79,0,14,24,24
14802,13,14,1022,4.92,0,15,17,17
14803,13,14,1022,0.89,0,16,15,15
14804,14,14,1022,1.79,0,17,29,29
14805,14,14,1022,3.58,0,18,27,27
14806,14,14,1022,1.79,0,0,31,31
14807,14,14,1022,1.79,0,0,31,31
14808,14,14,1022,4.92,0,0,28,28
14809,13,13,1022,6.71,0,0,35,35
14810,14,14,1021,9.84,0,0,27,27
14811,14,15,1021,12.97,0,0,28,28
14812,13,14,1020,13.86,0,0,28,28
14813,14,14,1020,15.65,0,0,30,30
14814,13,14,1020,17.44,0,0,28,28
14815,13,13,1020,0.89,0,0,28,28
14816,13,15,1021,1.79,0,0,27,27
14817,14,16,1020,3.58,0,0,39,39
14818,14,18,1021,0.89,0,0,38,38
14819,14,19,1020,1.79,0,0,36,36
14820,14,20,1020,1.79,0,0,37,37
14821,15,21,1020,2.68,0,0,33,33
14822,14,21,1018,4.47,0,0,56,56
14823,14,22,1018,6.26,0,0,58,58
14824,14,22,1017,1.79,0,0,67,67
14825,14,22,1017,3.58,0,0,71,71
14826,15,21,1017,5.37,0,0,61,61
14827,15,20,1017,6.26,0,0,47,47
14828,15,20,1017,9.39,0,0,56,56
14829,15,19,1018,11.18,0,0,52,52
14830,15,18,1018,12.97,0,0,51,51
14831,15,17,1018,0.89,0,0,56,56
14832,14,15,1018,1.78,0,0,54,54
14833,14,14,1018,1.79,0,0,68,68
14834,14,14,1018,2.68,0,0,71,71
14835,13,13,1018,3.57,0,0,75,75
14836,12,13,1018,0.89,0,0,83,83
14837,12,13,1017,1.78,0,0,78,78
14838,12,12,1017,2.67,0,0,77,77
14839,12,12,1017,0.89,0,0,100,100
14840,13,14,1017,1.78,0,0,94,94
14841,14,15,1017,2.67,0,0,118,118
14842,15,16,1018,3.56,0,0,124,124
14843,17,17,1017,4.45,0,0,128,128
14844,16,19,1017,1.79,0,0,131,131
14845,16,20,1016,4.92,0,0,149,149
14846,16,20,1016,8.05,0,0,114,114
14847,16,20,1015,11.18,0,0,142,142
14848,16,20,1014,15.2,0,0,168,168
14849,16,20,1014,18.33,0,0,163,163
14850,16,19,1014,20.12,0,0,154,154
14851,16,19,1013,23.25,0,0,176,176
14852,16,18,1014,25.04,0,0,180,180
14853,16,18,1014,26.83,0,0,179,179
14854,16,18,1014,28.62,0,0,135,135
14855,17,18,1014,30.41,0,0,85,85
14856,17,19,1014,32.2,0,0,102,102
14857,17,19,1014,33.99,0,0,108,108
14858,18,19,1014,37.12,0,0,113,113
14859,17,19,1013,38.91,0,0,116,116
14860,18,19,1013,42.04,0,0,113,113
14861,18,19,1013,43.83,0,0,117,117
14862,18,18,1012,45.62,0,0,117,117
14863,18,18,1013,0.89,0,0,117,117
14864,18,19,1013,1.79,0,0,113,113
14865,18,19,1013,3.58,0,0,117,117
14866,18,20,1013,6.71,0,0,124,124
14867,18,20,1013,9.84,0,0,134,134
14868,18,21,1013,11.63,0,0,120,120
14869,18,21,1012,13.42,0,0,126,126
14870,18,21,1012,16.55,0,0,117,117
14871,18,22,1012,19.68,0,0,117,117
14872,18,22,1011,22.81,0,0,132,132
14873,17,22,1011,25.94,0,0,118,118
14874,17,21,1011,27.73,0,0,102,102
14875,18,21,1011,29.52,0,0,102,102
14876,18,20,1011,31.31,0,0,128,128
14877,18,20,1011,33.1,0,0,140,140
14878,18,20,1012,0.89,0,0,134,134
14879,18,20,1012,1.78,0,0,136,136
14880,18,20,1012,2.67,0,0,120,120
14881,18,19,1011,0.89,0,0,142,142
14882,18,19,1011,0.89,0,0,146,146
14883,18,19,1011,1.78,0,0,164,164
14884,18,18,1011,2.23,0,0,163,163
14885,18,19,1010,0.89,0,0,180,180
14886,18,18,1010,0.89,0,0,172,172
14887,18,19,1010,0.89,0,0,170,170
14888,18,19,1010,0.89,0,0,178,178
14889,19,20,1011,1.78,0,0,188,188
14890,19,21,1011,1.79,0,0,177,177
14891,18,22,1011,0.89,0,0,188,188
14892,18,22,1011,3.13,0,0,186,186
14893,19,23,1011,7.15,0,0,196,196
14894,18,24,1010,10.28,0,0,155,155
14895,19,26,1009,13.41,0,0,133,133
14896,18,25,1009,15.2,0,0,145,145
14897,17,25,1009,1.79,0,0,147,147
14898,18,24,1009,3.13,0,0,113,113
14899,18,22,1009,4.92,0,0,99,99
14900,19,21,1009,6.71,0,0,96,96
14901,18,20,1009,7.6,0,0,131,131
14902,17,18,1010,0.89,0,0,146,146
14903,18,18,1010,0.89,0,0,155,155
14904,17,18,1010,1.78,0,0,172,172
14905,17,18,1011,0.89,0,0,204,204
14906,17,18,1010,0.45,0,0,188,188
14907,18,18,1010,0.89,0,0,180,180
14908,17,18,1010,1.79,0,0,186,186
14909,17,17,1009,0.89,0,0,182,182
14910,16,16,1010,0.89,0,0,187,187
14911,16,16,1010,0.89,0,0,203,203
14912,17,17,1010,0.89,0,0,173,173
14913,18,19,1010,2.68,0,0,183,183
14914,19,21,1011,0.89,0,0,195,195
14915,19,23,1011,1.79,0,0,174,174
14916,19,24,1010,1.79,0,0,168,168
14917,19,24,1010,1.79,0,0,160,160
14918,18,26,1009,0.89,0,0,168,168
14919,19,26,1009,2.68,0,0,164,164
14920,18,26,1008,1.79,0,0,164,164
14921,19,26,1008,4.92,0,0,145,145
14922,19,25,1008,6.71,0,0,123,123
14923,19,24,1009,8.5,0,0,102,102
14924,20,23,1010,9.39,0,0,105,105
14925,20,22,1010,10.28,0,0,124,124
14926,17,21,1011,5.81,0,1,108,108
14927,17,20,1011,10.73,0,2,70,70
14928,18,20,1011,12.52,0,0,92,92
14929,17,19,1012,1.79,0,0,36,36
14930,17,19,1012,0.89,0,1,31,31
14931,17,18,1012,1.79,0,0,24,24
14932,17,18,1012,1.79,0,0,17,17
14933,16,17,1012,3.58,0,0,25,25
14934,17,17,1012,0.89,0,0,22,22
14935,17,18,1013,1.78,0,0,26,26
14936,18,19,1014,2.67,0,0,28,28
14937,18,20,1014,4.02,0,0,33,33
14938,16,22,1015,8.94,0,0,26,26
14939,13,22,1016,4.92,0,0,22,22
14940,13,23,1015,9.84,0,0,21,21
14941,12,23,1015,14.76,0,0,11,11
14942,10,22,1015,20.57,0,0,12,12
14943,9,21,1014,26.38,0,0,19,19
14944,8,21,1014,31.3,0,0,23,23
14945,8,20,1015,34.43,0,0,12,12
14946,9,19,1015,1.79,0,0,16,16
14947,9,18,1015,4.92,0,0,16,16
14948,9,18,1016,8.94,0,0,25,25
14949,10,17,1016,12.07,0,0,26,26
14950,10,17,1017,15.2,0,1,28,28
14951,11,17,1017,16.99,0,2,26,26
14952,12,18,1017,20.12,0,3,31,31
14953,13,15,1018,21.91,0,4,25,25
14954,13,15,1018,0.89,0,5,26,26
14955,12,16,1018,1.78,0,6,24,24
14956,11,15,1018,3.13,0,0,10,10
14957,6,15,1019,3.13,0,0,21,21
14958,2,16,1019,4.02,0,0,5,5
14959,3,15,1019,7.15,0,0,8,8
14960,3,15,1020,3.13,0,0,9,9
14961,2,15,1020,6.26,0,0,10,10
14962,4,17,1021,10.28,0,0,18,18
14963,-1,18,1021,15.2,0,0,12,12
14964,-1,20,1020,4.02,0,0,12,12
14965,-1,20,1020,8.94,0,0,11,11
14966,-1,21,1019,12.96,0,0,6,6
14967,-2,21,1019,16.09,0,0,4,4
14968,0,20,1019,1.79,0,0,7,7
14969,2,20,1019,0.89,0,0,7,7
14970,4,19,1018,1.79,0,0,7,7
14971,2,19,1019,0.89,0,0,21,21
14972,2,18,1020,4.02,0,0,20,20
14973,1,18,1021,7.15,0,0,26,26
14974,5,16,1022,3.13,0,0,35,35
14975,6,14,1023,1.79,0,0,47,47
14976,7,11,1023,3.13,0,0,59,59
14977,6,11,1024,4.92,0,0,49,49
14978,6,10,1024,8.05,0,0,35,35
14979,6,10,1025,9.84,0,0,28,28
14980,5,9,1025,12.97,0,0,28,28
14981,5,10,1025,1.79,0,0,29,29
14982,4,10,1026,0.89,0,0,32,32
14983,4,9,1027,3.13,0,0,31,31
14984,4,12,1027,7.15,0,0,44,44
14985,4,15,1028,4.02,0,0,17,17
14986,2,16,1028,4.02,0,0,14,14
14987,0,18,1028,8.04,0,0,9,9
14988,0,18,1027,12.06,0,0,17,17
14989,0,19,1027,16.08,0,0,5,5
14990,0,19,1026,19.21,0,0,8,8
14991,1,19,1025,21,0,0,11,11
14992,1,21,1025,0.89,0,0,8,8
14993,-1,20,1024,1.79,0,0,8,8
14994,0,19,1024,5.81,0,0,9,9
14995,0,18,1024,8.94,0,0,8,8
14996,1,18,1024,12.07,0,0,21,21
14997,1,18,1024,16.09,0,0,26,26
14998,0,17,1025,19.22,0,0,28,28
14999,5,12,1025,0.89,0,0,24,24
15000,7,10,1025,1.78,0,0,27,27
15001,8,10,1025,1.79,0,0,48,48
15002,7,10,1025,3.13,0,0,48,48
15003,7,9,1025,4.92,0,0,64,64
15004,6,8,1025,8.05,0,0,41,41
15005,6,8,1025,11.18,0,0,21,21
15006,6,8,1026,15.2,0,0,25,25
15007,5,7,1026,19.22,0,0,28,28
15008,8,10,1026,22.35,0,0,41,41
15009,6,14,1026,27.27,0,0,29,29
15010,6,16,1026,31.29,0,0,22,22
15011,6,18,1025,34.42,0,0,23,23
15012,6,20,1025,36.21,0,0,15,15
15013,4,22,1024,38,0,0,12,12
15014,0,22,1022,41.13,0,0,10,10
15015,1,23,1022,44.26,0,0,11,11
15016,1,23,1021,1.79,0,0,13,13
15017,2,22,1020,3.13,0,0,22,22
15018,1,22,1020,0.89,0,0,12,12
15019,2,20,1020,1.79,0,0,18,18
15020,8,17,1021,3.58,0,0,55,55
15021,2,18,1021,6.71,0,0,22,22
15022,3,20,1022,8.5,0,0,29,29
15023,7,13,1021,10.29,0,0,37,37
15024,8,11,1021,0.45,0,0,43,43
15025,9,11,1021,0.89,0,0,64,64
15026,8,10,1021,0.45,0,0,78,78
15027,8,10,1021,1.34,0,0,78,78
15028,8,9,1021,1.79,0,0,76,76
15029,7,9,1021,4.92,0,0,59,59
15030,6,8,1022,8.05,0,0,23,23
15031,6,8,1022,11.18,0,0,25,25
15032,8,11,1022,14.31,0,0,27,27
15033,6,16,1022,18.33,0,0,49,49
15034,6,17,1022,22.35,0,0,38,38
15035,6,19,1022,25.48,0,0,39,39
15036,4,22,1021,28.61,0,0,42,42
15037,3,23,1020,30.4,0,0,24,24
15038,2,25,1019,33.53,0,0,26,26
15039,1,25,1018,35.32,0,0,16,16
15040,2,25,1017,38.45,0,0,12,12
15041,2,26,1016,1.79,0,0,7,7
15042,1,25,1016,3.13,0,0,7,7
15043,3,21,1016,4.92,0,0,32,32
15044,4,19,1016,6.71,0,0,26,26
15045,2,21,1017,9.84,0,0,28,28
15046,7,16,1017,11.63,0,0,49,49
15047,8,13,1017,0.45,0,0,39,39
15048,8,11,1016,1.34,0,0,24,24
15049,9,12,1017,2.23,0,0,57,57
15050,8,10,1016,3.12,0,0,47,47
15051,9,10,1016,1.79,0,0,60,60
15052,8,11,1016,3.58,0,0,66,66
15053,7,10,1016,6.71,0,0,37,37
15054,6,9,1016,9.84,0,0,45,45
15055,6,10,1016,11.63,0,0,57,57
15056,8,12,1017,14.76,0,0,58,58
15057,8,15,1017,18.78,0,0,45,45
15058,5,19,1017,4.02,0,0,30,30
15059,4,21,1017,3.13,0,0,38,38
15060,4,23,1016,6.26,0,0,31,31
15061,4,25,1015,10.28,0,0,18,18
15062,3,26,1015,3.13,0,0,14,14
15063,3,26,1014,6.26,0,0,18,18
15064,1,27,1013,8.05,0,0,21,21
15065,4,26,1012,1.79,0,0,18,18
15066,4,25,1012,3.58,0,0,19,19
15067,4,22,1013,6.71,0,0,28,28
15068,4,22,1013,9.84,0,0,37,37
15069,4,22,1014,13.86,0,0,36,36
15070,9,15,1014,0.89,0,0,50,50
15071,10,13,1014,1.78,0,0,50,50
15072,10,13,1014,2.67,0,0,68,68
15073,10,12,1014,0.89,0,0,92,92
15074,10,11,1014,3.13,0,0,87,87
15075,9,12,1014,6.26,0,0,66,66
15076,8,11,1014,8.05,0,0,59,59
15077,7,10,1014,12.07,0,0,40,40
15078,6,10,1015,15.2,0,0,42,42
15079,6,10,1015,19.22,0,0,36,36
15080,8,12,1016,24.14,0,0,32,32
15081,7,17,1016,28.16,0,0,32,32
15082,5,21,1016,33.08,0,0,46,46
15083,5,23,1017,38,0,0,28,28
15084,5,26,1016,42.02,0,0,40,40
15085,5,27,1016,46.04,0,0,33,33
15086,1,28,1015,4.02,0,0,16,16
15087,0,28,1014,7.15,0,0,15,15
15088,1,28,1013,8.94,0,0,14,14
15089,1,28,1013,1.79,0,0,21,21
15090,6,27,1013,3.58,0,0,26,26
15091,10,22,1013,0.45,0,0,31,31
15092,4,21,1014,3.13,0,0,56,56
15093,10,16,1015,0.89,0,0,74,74
15094,10,15,1015,1.78,0,0,60,60
15095,11,14,1016,2.23,0,0,133,133
15096,9,12,1016,0.89,0,0,125,125
15097,11,15,1016,1.79,0,0,164,164
15098,11,14,1016,3.58,0,0,140,140
15099,10,12,1016,0.89,0,0,138,138
15100,9,12,1017,2.68,0,0,137,137
15101,8,11,1017,5.81,0,0,114,114
15102,9,12,1017,7.6,0,0,58,58
15103,9,12,1018,9.39,0,0,57,57
15104,10,14,1018,12.52,0,0,84,84
15105,11,15,1018,14.31,0,0,94,94
15106,10,19,1018,0.89,0,0,74,74
15107,11,22,1018,1.79,0,0,76,76
15108,11,24,1017,3.13,0,0,94,94
15109,10,24,1017,3.13,0,0,106,106
15110,9,26,1015,7.15,0,0,104,104
15111,9,26,1014,11.17,0,0,100,100
15112,8,26,1014,15.19,0,0,100,100
15113,9,26,1013,19.21,0,0,104,104
15114,10,25,1013,23.23,0,0,113,113
15115,10,22,1013,25.02,0,0,90,90
15116,12,17,1014,0.89,0,0,115,115
15117,12,19,1014,3.13,0,0,120,120
15118,13,18,1014,4.92,0,0,179,179
15119,14,17,1014,6.71,0,0,208,208
15120,14,16,1014,8.5,0,0,225,225
15121,14,16,1014,10.29,0,0,227,227
15122,12,13,1014,1.79,0,0,197,197
15123,13,14,1014,0.89,0,0,162,162
15124,13,13,1014,0.89,0,0,152,152
15125,12,13,1014,2.68,0,0,130,130
15126,12,13,1014,4.47,0,0,125,125
15127,12,12,1014,5.36,0,0,119,119
15128,12,12,1015,7.15,0,0,139,139
15129,14,18,1015,1.79,0,0,122,122
15130,14,19,1015,0.89,0,0,132,132
15131,14,21,1015,1.78,0,0,137,137
15132,14,23,1015,1.79,0,0,150,150
15133,13,26,1014,0.89,0,0,134,134
15134,10,27,1013,3.13,0,0,125,125
15135,10,28,1013,4.92,0,0,127,127
15136,10,28,1013,8.05,0,0,135,135
15137,11,28,1012,12.07,0,0,153,153
15138,12,26,1012,16.09,0,0,141,141
15139,11,24,1013,20.11,0,0,139,139
15140,11,23,1013,23.24,0,0,140,140
15141,13,17,1014,0.89,0,0,158,158
15142,13,17,1015,1.79,0,0,163,163
15143,13,17,1014,3.58,0,0,176,176
15144,14,16,1015,0.89,0,0,177,177
15145,14,16,1015,1.78,0,0,181,181
15146,13,15,1015,2.67,0,0,209,209
15147,13,15,1015,3.56,0,0,252,252
15148,12,13,1015,1.79,0,0,247,247
15149,13,13,1015,0.89,0,0,253,253
15150,12,13,1016,1.78,0,0,240,240
15151,11,12,1016,0.89,0,0,231,231
15152,13,13,1017,0.45,0,0,240,240
15153,15,16,1017,0.89,0,0,273,273
15154,15,18,1017,0.89,0,0,275,275
15155,15,21,1018,1.78,0,0,274,274
15156,15,22,1017,2.67,0,0,271,271
15157,16,23,1017,1.79,0,0,284,284
15158,15,25,1016,4.92,0,0,280,280
15159,16,25,1016,8.05,0,0,277,277
15160,15,25,1015,11.18,0,0,260,260
15161,15,26,1015,14.31,0,0,256,256
15162,16,24,1015,16.1,0,0,256,256
15163,16,22,1016,0.89,0,0,269,269
15164,16,19,1017,0.89,0,0,259,259
15165,16,19,1017,1.78,0,0,255,255
15166,16,17,1017,2.67,0,0,289,289
15167,17,18,1018,3.56,0,0,316,316
15168,16,17,1018,4.45,0,0,301,301
15169,17,18,1018,0.89,0,0,299,299
15170,16,17,1018,0.89,0,0,307,307
15171,15,15,1018,0.89,0,0,299,299
15172,15,15,1018,1.78,0,0,295,295
15173,14,15,1018,2.67,0,0,298,298
15174,13,14,1018,0.89,0,0,316,316
15175,14,14,1019,1.78,0,0,279,279
15176,13,14,1019,2.67,0,0,247,247
15177,15,16,1020,0.89,0,0,256,256
15178,15,19,1020,1.78,0,0,290,290
15179,15,22,1020,2.67,0,0,282,282
15180,15,23,1019,4.46,0,0,309,309
15181,15,25,1019,1.79,0,0,286,286
15182,14,26,1018,4.92,0,0,263,263
15183,10,27,1017,10.73,0,0,156,156
15184,9,27,1016,16.54,0,0,108,108
15185,10,27,1016,21.46,0,0,107,107
15186,10,25,1016,25.48,0,0,118,118
15187,11,23,1016,28.61,0,0,130,130
15188,13,19,1016,30.4,0,0,112,112
15189,14,17,1017,31.29,0,0,112,112
15190,14,16,1017,33.08,0,0,129,129
15191,14,17,1017,34.87,0,0,139,139
15192,13,16,1017,36.66,0,0,153,153
15193,13,16,1017,38.45,0,0,159,159
15194,14,16,1017,40.24,0,0,200,200
15195,13,15,1017,41.13,0,0,219,219
15196,14,14,1017,0.89,0,0,226,226
15197,14,15,1017,0.89,0,0,218,218
15198,13,14,1018,1.78,0,0,251,251
15199,13,14,1018,0.89,0,0,250,250
15200,13,13,1018,0.89,0,0,253,253
15201,15,16,1018,0.89,0,0,282,282
15202,15,18,1018,1.79,0,0,290,290
15203,16,20,1018,1.79,0,0,294,294
15204,16,22,1018,1.79,0,0,288,288
15205,14,24,1017,3.58,0,0,281,281
15206,14,24,1016,1.79,0,0,247,247
15207,13,25,1015,1.79,0,0,199,199
15208,12,25,1015,5.81,0,0,132,132
15209,12,25,1014,9.83,0,0,130,130
15210,12,24,1015,12.96,0,0,140,140
15211,13,21,1015,14.75,0,0,155,155
15212,14,20,1015,16.54,0,0,161,161
15213,14,20,1016,18.33,0,0,167,167
15214,14,20,1016,20.12,0,0,242,242
15215,14,19,1016,21.91,0,0,235,235
15216,14,17,1015,0.89,0,0,178,178
15217,14,16,1015,1.79,0,0,177,177
15218,14,16,1015,0.89,0,0,204,204
15219,15,16,1015,1.79,0,0,221,221
15220,15,16,1015,0.89,0,0,239,239
15221,15,16,1014,1.79,0,0,246,246
15222,15,16,1014,0.89,0,0,244,244
15223,15,16,1015,0.89,0,0,280,280
15224,16,16,1015,1.79,0,0,277,277
15225,16,17,1015,0.89,0,0,278,278
15226,16,19,1015,1.78,0,0,273,273
15227,16,20,1015,2.67,0,0,286,286
15228,17,21,1015,3.56,0,0,282,282
15229,17,20,1014,4.45,0,0,291,291
15230,17,21,1014,5.34,0,0,302,302
15231,17,21,1013,6.23,0,0,283,283
15232,17,21,1013,1.79,0,0,288,288
15233,17,21,1013,2.68,0,0,300,300
15234,17,21,1013,3.57,0,0,326,326
15235,17,20,1013,0.89,0,0,338,338
15236,17,18,1013,0.89,0,0,349,349
15237,17,18,1014,0.89,0,0,346,346
15238,17,18,1014,0.89,0,0,373,373
15239,17,18,1014,1.78,0,0,386,386
15240,16,17,1015,1.79,0,0,350,350
15241,15,16,1015,3.58,0,0,339,339
15242,14,15,1015,6.71,0,0,328,328
15243,13,14,1016,9.84,0,0,241,241
15244,14,15,1015,13.86,0,0,80,80
