N,TEMP,HUMIDITY,LIGHT,CO2_PPM,OCCUPANCY
13333,20,19,0,439,0
13334,20,19,0,437,0
13335,20,19,0,443,0
13336,20,19,0,442,0
13337,20,19,0,439,0
13338,20,19,0,437,0
13339,20,19,0,440,0
13340,20,19,0,445,0
13341,20,19,0,439,0
13342,20,19,0,438,0
13343,20,19,0,437,0
13344,20,19,0,444,0
13345,20,19,0,444,0
13346,20,19,0,443,0
13347,20,19,0,444,0
13348,20,19,0,442,0
13349,20,19,0,442,0
13350,20,19,0,445,0
13351,20,19,0,443,0
13352,20,19,0,444,0
13353,20,19,0,444,0
13354,20,19,0,441,0
13355,20,19,0,442,0
13356,20,19,0,446,0
13357,20,19,0,442,0
13358,20,19,0,441,0
13359,20,19,0,448,0
13360,20,19,0,443,0
13361,20,19,0,442,0
13362,20,19,0,443,0
13363,20,19,0,446,0
13364,20,19,0,439,0
13365,20,19,0,444,0
13366,20,19,0,445,0
13367,20,19,0,440,0
13368,20,19,0,442,0
13369,20,19,0,444,0
13370,20,19,0,442,0
13371,20,19,0,444,0
13372,20,19,0,440,0
13373,20,19,0,441,0
13374,20,19,0,442,0
13375,20,19,0,447,0
13376,20,19,0,451,0
13377,20,19,0,452,0
13378,20,19,0,450,0
13379,20,19,0,447,0
13380,20,19,0,442,0
13381,20,19,0,442,0
13382,20,19,0,450,0
13383,20,19,0,445,0
13384,20,19,0,445,0
13385,20,19,0,446,0
13386,20,19,0,447,0
13387,20,19,0,444,0
13388,20,19,0,443,0
13389,20,19,0,442,0
13390,20,19,0,443,0
13391,20,19,0,441,0
13392,20,19,0,444,0
13393,20,19,0,447,0
13394,20,19,0,445,0
13395,20,19,0,445,0
13396,20,19,0,443,0
13397,20,19,0,445,0
13398,20,19,0,449,0
13399,20,19,0,448,0
13400,20,19,0,450,0
13401,20,19,0,450,0
13402,20,19,0,449,0
13403,20,19,0,442,0
13404,20,19,0,446,0
13405,20,19,0,445,0
13406,20,19,0,445,0
13407,20,19,0,445,0
13408,20,19,0,452,0
13409,20,19,0,450,0
13410,20,19,0,451,0
13411,20,19,0,452,0
13412,20,19,0,450,0
13413,20,19,0,444,0
13414,20,19,0,447,0
13415,20,19,0,448,0
13416,20,19,0,440,0
13417,20,19,0,448,0
13418,20,19,0,448,0
13419,20,19,0,445,0
13420,20,19,0,442,0
13421,20,19,0,448,0
13422,20,19,0,449,0
13423,20,19,0,451,0
13424,20,19,0,448,0
13425,20,19,0,448,0
13426,20,19,0,447,0
13427,20,19,0,449,0
13428,20,19,0,453,0
13429,20,19,0,448,0
13430,20,19,0,450,0
13431,20,19,0,449,0
13432,20,19,0,447,0
13433,20,19,0,449,0
13434,20,19,0,448,0
13435,20,19,0,447,0
13436,20,19,0,444,0
13437,20,19,0,443,0
13438,20,19,0,450,0
13439,20,19,0,453,0
13440,20,19,0,448,0
13441,20,19,0,449,0
13442,20,19,0,450,0
13443,20,19,0,451,0
13444,20,19,0,443,0
13445,20,19,0,448,0
13446,20,19,0,453,0
13447,20,19,0,451,0
13448,20,19,0,452,0
13449,20,19,0,451,0
13450,20,19,0,448,0
13451,20,19,0,450,0
13452,20,19,0,446,0
13453,20,19,0,445,0
13454,20,19,0,446,0
13455,20,19,0,449,0
13456,20,19,0,449,0
13457,20,19,0,454,0
13458,20,19,0,453,0
13459,20,19,0,450,0
13460,20,19,0,445,0
13461,20,19,0,449,0
13462,20,19,0,448,0
13463,20,19,0,447,0
13464,20,19,0,450,0
13465,20,19,0,450,0
13466,20,19,0,450,0
13467,20,19,0,445,0
13468,20,19,0,448,0
13469,20,19,0,454,0
13470,20,20,0,450,0
13471,20,20,0,452,0
13472,20,20,0,447,0
13473,20,20,0,456,0
13474,20,19,0,452,0
13475,20,20,0,452,0
13476,20,19,0,450,0
13477,20,19,0,451,0
13478,20,19,0,451,0
13479,20,20,0,452,0
13480,20,20,0,455,0
13481,20,20,0,454,0
13482,20,19,0,453,0
13483,20,19,0,449,0
13484,20,20,0,451,0
13485,20,20,0,449,0
13486,20,20,0,451,0
13487,20,20,0,456,0
13488,20,20,0,454,0
13489,20,20,0,446,0
13490,20,20,0,448,0
13491,20,20,14,454,0
13492,20,20,14,450,0
13493,20,20,14,451,0
13494,20,20,14,451,0
13495,20,20,14,454,0
13496,20,20,14,456,0
13497,20,20,9,451,0
13498,20,20,11,446,0
13499,20,20,7,447,0
13500,20,20,9,449,0
13501,20,20,7,451,0
13502,20,20,9,451,0
13503,20,20,7,451,0
13504,20,20,10,458,0
13505,20,20,14,455,0
13506,20,20,12,460,0
13507,20,20,6,457,0
13508,20,20,6,459,0
13509,20,20,6,456,0
13510,20,20,6,453,0
13511,20,20,12,453,0
13512,20,20,24,453,0
13513,20,20,24,454,0
13514,20,20,24,458,0
13515,20,19,24,458,0
13516,20,20,14,455,0
13517,20,19,14,454,0
13518,20,19,17,456,0
13519,20,20,19,458,0
13520,20,20,20,461,0
13521,20,20,27,460,0
13522,20,20,27,458,0
13523,20,20,27,459,0
13524,20,19,22,457,0
13525,20,20,13,452,0
13526,20,20,22,452,0
13527,20,19,31,455,0
13528,20,19,31,458,0
13529,20,20,31,458,0
13530,20,19,31,457,0
13531,20,19,31,454,0
13532,20,19,31,455,0
13533,20,19,42,456,0
13534,20,19,48,456,0
13535,20,19,48,453,0
13536,20,20,38,451,0
13537,20,20,34,453,0
13538,20,20,38,453,0
13539,20,20,34,455,0
13540,20,20,41,457,0
13541,20,20,42,454,0
13542,20,20,39,450,0
13543,20,20,55,455,0
13544,20,20,68,455,0
13545,20,20,82,455,0
13546,20,20,83,457,0
13547,20,20,90,462,0
13548,20,20,96,458,0
13549,20,20,94,461,0
13550,20,19,94,458,0
13551,20,19,92,460,0
13552,20,19,103,453,0
13553,20,19,107,453,0
13554,20,19,110,455,0
13555,20,19,112,451,0
13556,20,19,116,453,0
13557,20,19,120,451,0
13558,20,19,126,451,0
13559,20,19,133,458,0
13560,20,19,133,461,0
13561,20,19,131,460,0
13562,20,19,138,457,0
13563,20,19,138,455,0
13564,20,19,143,456,0
13565,20,19,142,462,0
13566,20,19,152,460,0
13567,20,19,152,455,0
13568,20,19,157,454,0
13569,20,19,153,459,0
13570,20,19,166,456,0
13571,20,19,168,455,0
13572,20,19,173,456,0
13573,20,19,166,456,0
13574,20,19,171,454,0
13575,21,19,173,461,0
13576,21,19,175,455,0
13577,21,19,182,455,0
13578,21,19,189,458,0
13579,21,19,190,457,0
13580,21,19,197,456,0
13581,21,19,199,458,0
13582,21,19,215,455,0
13583,21,19,612,452,0
13584,21,19,1546,455,0
13585,21,19,1452,453,0
13586,21,19,829,453,0
13587,21,19,251,459,0
13588,21,19,206,462,0
13589,21,19,221,458,0
13590,21,19,225,454,0
13591,21,19,205,459,0
13592,21,19,219,458,0
13593,21,19,212,460,0
13594,21,19,230,459,0
13595,21,19,241,459,0
13596,21,19,204,460,0
13597,21,19,183,464,0
13598,21,19,229,459,0
13599,21,19,207,457,0
13600,21,19,204,460,0
13601,21,19,257,459,0
13602,21,19,257,457,0
13603,21,19,257,458,0
13604,21,19,253,462,0
13605,21,19,270,463,0
13606,21,19,269,461,0
13607,21,19,266,461,0
13608,21,19,270,462,0
13609,21,19,271,463,0
13610,21,19,258,461,0
13611,21,19,267,463,0
13612,21,19,270,460,0
13613,21,19,259,462,0
13614,21,19,269,462,0
13615,21,19,263,456,0
13616,21,19,275,457,0
13617,21,19,271,459,0
13618,21,19,288,462,0
13619,21,18,291,461,0
13620,22,19,287,462,0
13621,22,19,283,464,0
13622,22,19,291,463,0
13623,22,18,290,462,0
13624,22,18,303,459,0
13625,22,18,301,459,0
13626,22,18,297,463,0
13627,22,18,301,459,0
13628,22,18,308,457,0
13629,22,18,307,454,0
13630,22,18,305,455,0
13631,22,18,304,456,0
13632,22,18,305,461,0
13633,22,18,317,455,0
13634,22,18,301,459,0
13635,22,18,325,458,0
13636,22,18,314,455,0
13637,22,18,317,454,0
13638,22,18,328,463,0
13639,22,18,311,462,0
13640,22,18,329,461,0
13641,22,18,327,460,0
13642,22,18,324,457,0
13643,22,18,329,460,0
13644,22,18,330,459,0
13645,22,18,321,458,0
13646,22,18,335,460,0
13647,22,18,333,453,0
13648,22,18,335,465,0
13649,22,18,345,464,0
13650,22,18,335,459,0
13651,22,18,337,459,0
13652,22,18,342,461,0
13653,22,18,335,465,0
13654,22,18,289,461,0
13655,22,18,351,459,0
13656,22,18,348,459,0
13657,22,18,351,458,0
13658,22,18,351,463,0
13659,22,18,351,459,0
13660,22,18,356,457,0
13661,22,18,333,460,0
13662,22,18,338,460,0
13663,22,18,350,459,0
13664,22,18,348,457,0
13665,22,18,352,452,0
13666,22,18,350,453,0
13667,22,18,358,455,0
13668,22,18,353,454,0
13669,22,18,344,457,0
13670,22,18,350,459,0
13671,22,18,338,458,0
13672,22,18,334,454,0
13673,22,18,338,454,0
13674,22,18,353,452,0
13675,22,18,342,453,0
13676,22,18,352,454,0
13677,22,18,350,455,0
13678,22,18,362,452,0
13679,22,18,356,452,0
13680,22,18,343,460,0
13681,22,18,353,458,0
13682,23,18,344,457,0
13683,23,18,358,456,0
13684,23,18,353,454,0
13685,23,18,334,459,0
13686,23,18,331,459,0
13687,23,18,346,459,0
13688,23,18,341,452,0
13689,23,18,331,451,0
13690,23,18,354,451,0
13691,23,18,350,456,0
13692,23,18,365,453,0
13693,23,18,356,456,0
13694,23,18,350,456,0
13695,23,18,357,459,0
13696,23,18,354,459,0
13697,23,18,357,456,0
13698,23,18,336,455,0
13699,23,18,360,455,0
13700,23,18,358,459,0
13701,23,18,355,455,0
13702,23,18,349,451,0
13703,23,18,358,456,0
13704,23,18,349,458,0
13705,23,18,353,457,0
13706,23,18,346,454,0
13707,23,18,347,455,0
13708,23,18,360,454,0
13709,23,18,360,453,0
13710,23,18,343,451,0
13711,23,18,343,452,0
13712,23,18,343,454,0
13713,23,18,344,450,0
13714,23,18,340,451,0
13715,23,18,340,452,0
13716,23,18,358,456,0
13717,23,18,354,458,0
13718,23,18,334,457,0
13719,23,18,335,462,0
13720,23,18,336,458,0
13721,23,18,334,456,0
13722,23,18,352,453,0
13723,23,18,338,452,0
13724,23,18,341,453,0
13725,23,18,333,454,0
13726,23,18,337,457,0
13727,23,18,336,449,0
13728,23,18,335,451,0
13729,23,18,343,453,0
13730,23,18,343,455,0
13731,23,18,341,457,0
13732,23,18,341,457,0
13733,23,18,319,453,0
13734,23,18,337,454,0
13735,23,18,315,457,0
13736,23,18,299,453,0
13737,23,18,312,459,0
13738,23,18,322,458,0
13739,23,18,317,452,0
13740,23,18,320,452,0
13741,23,18,311,445,0
13742,23,18,314,445,0
13743,23,18,314,446,0
13744,23,18,310,449,0
13745,23,18,310,450,0
13746,23,17,310,446,0
13747,23,17,309,450,0
13748,23,17,309,455,0
13749,23,17,318,457,0
13750,23,17,312,455,0
13751,23,17,309,452,0
13752,23,17,318,456,0
13753,23,17,309,454,0
13754,23,17,307,447,0
13755,23,17,321,446,0
13756,23,17,305,450,0
13757,23,17,315,447,0
13758,23,17,311,447,0
13759,23,17,297,449,0
13760,23,17,297,451,0
13761,23,17,311,454,0
13762,23,17,311,455,0
13763,23,17,303,455,0
13764,23,17,313,449,0
13765,23,17,291,451,0
13766,23,17,288,448,0
13767,23,17,291,444,0
13768,23,17,301,444,0
13769,23,17,292,449,0
13770,23,17,302,446,0
13771,23,17,294,450,0
13772,23,17,302,453,0
13773,23,17,285,449,0
13774,23,17,285,449,0
13775,23,17,285,448,0
13776,23,17,283,451,0
13777,23,17,289,450,0
13778,23,17,279,449,0
13779,23,17,280,446,0
13780,23,17,283,447,0
13781,23,17,271,442,0
13782,23,17,268,445,0
13783,23,17,268,448,0
13784,23,17,266,446,0
13785,23,17,270,454,0
13786,23,17,269,449,0
13787,23,17,272,445,0
13788,23,17,274,445,0
13789,23,17,265,446,0
13790,23,17,265,449,0
13791,23,17,267,449,0
13792,23,17,244,443,0
13793,23,17,265,449,0
13794,23,17,264,450,0
13795,23,17,262,452,0
13796,23,17,261,450,0
13797,23,17,252,448,0
13798,23,17,259,444,0
13799,23,17,250,443,0
13800,23,17,241,447,0
13801,23,17,248,453,0
13802,23,17,261,448,0
13803,23,17,252,449,0
13804,23,17,243,452,0
13805,23,17,240,446,0
13806,23,17,241,444,0
13807,23,17,233,441,0
13808,23,17,225,439,0
13809,23,17,222,440,0
13810,23,17,199,441,0
13811,23,17,206,438,0
13812,23,17,186,440,0
13813,23,17,189,443,0
13814,23,17,189,443,0
13815,23,17,189,440,0
13816,23,17,182,444,0
13817,23,17,198,446,0
13818,23,17,180,445,0
13819,23,17,194,442,0
13820,23,17,189,443,0
13821,23,17,202,446,0
13822,23,17,188,447,0
13823,23,17,205,445,0
13824,23,17,202,437,0
13825,23,17,194,440,0
13826,23,17,172,439,0
13827,23,17,157,440,0
13828,23,17,139,446,0
13829,23,17,165,444,0
13830,23,17,150,444,0
13831,23,17,150,442,0
13832,23,17,154,440,0
13833,23,17,161,441,0
13834,23,17,143,447,0
13835,23,17,151,442,0
13836,23,17,153,442,0
13837,23,17,157,440,0
13838,23,17,145,443,0
13839,23,17,115,444,0
13840,23,17,131,445,0
13841,23,17,140,443,0
13842,23,17,168,444,0
13843,23,17,169,437,0
13844,23,17,176,437,0
13845,23,17,163,446,0
13846,23,17,170,446,0
13847,23,17,163,444,0
13848,23,17,151,442,0
13849,23,17,141,446,0
13850,23,17,139,446,0
13851,23,17,143,443,0
13852,23,17,139,439,0
13853,23,17,159,442,0
13854,23,17,157,441,0
13855,23,17,148,443,0
13856,23,17,139,444,0
13857,23,17,139,444,0
13858,23,17,152,444,0
13859,23,17,142,445,0
13860,23,17,127,448,0
13861,23,17,120,444,0
13862,22,17,123,443,0
13863,22,17,122,442,0
13864,23,17,117,437,0
13865,22,17,126,440,0
13866,22,17,124,440,0
13867,22,17,123,437,0
13868,22,17,138,436,0
13869,22,17,116,443,0
13870,22,17,123,442,0
13871,22,17,128,442,0
13872,22,17,127,441,0
13873,22,18,119,442,0
13874,22,18,110,442,0
13875,22,18,125,443,0
13876,22,18,116,442,0
13877,22,18,119,438,0
13878,22,18,116,441,0
13879,22,18,107,445,0
13880,22,18,107,440,0
13881,22,18,118,441,0
13882,22,18,100,441,0
13883,22,18,100,440,0
13884,22,18,100,443,0
13885,22,18,100,443,0
13886,22,18,100,444,0
13887,22,18,87,446,0
13888,22,18,87,445,0
13889,22,18,105,441,0
13890,22,18,105,442,0
13891,22,18,91,440,0
13892,22,18,98,441,0
13893,22,18,93,442,0
13894,22,18,87,439,0
13895,22,18,87,445,0
13896,22,18,87,444,0
13897,22,18,70,439,0
13898,22,18,89,441,0
13899,22,18,92,438,0
13900,22,18,81,437,0
13901,22,18,81,446,0
13902,22,18,77,445,0
13903,22,18,63,444,0
13904,22,18,82,442,0
13905,22,18,78,446,0
13906,22,18,78,447,0
13907,22,18,79,445,0
13908,22,18,74,446,0
13909,22,18,74,443,0
13910,22,18,74,441,0
13911,22,18,70,441,0
13912,22,18,57,439,0
13913,22,18,70,437,0
13914,22,18,68,438,0
13915,22,18,68,446,0
13916,22,18,64,442,0
13917,22,18,62,442,0
13918,22,18,68,438,0
13919,22,18,68,441,0
13920,22,18,50,441,0
13921,22,18,57,441,0
13922,22,18,65,443,0
13923,22,18,65,437,0
13924,22,18,52,442,0
13925,22,18,55,440,0
13926,22,18,62,439,0
13927,22,18,62,442,0
13928,22,18,44,442,0
13929,22,18,51,442,0
13930,22,18,63,442,0
13931,22,18,58,442,0
13932,22,18,44,441,0
13933,22,18,44,443,0
13934,22,18,44,443,0
13935,22,19,51,443,0
13936,22,19,54,447,0
13937,22,19,45,442,0
13938,22,19,48,443,0
13939,22,19,55,441,0
13940,22,19,55,440,0
13941,22,19,51,439,0
13942,22,19,37,442,0
13943,22,19,37,442,0
13944,22,19,37,439,0
13945,22,19,37,439,0
13946,22,19,37,441,0
13947,22,19,37,440,0
13948,22,19,37,440,0
13949,21,19,37,440,0
13950,21,19,37,439,0
13951,21,19,44,439,0
13952,21,19,34,437,0
13953,21,19,38,440,0
13954,21,19,34,441,0
13955,21,19,34,443,0
13956,21,19,48,444,0
13957,21,19,34,436,0
13958,21,19,41,437,0
13959,21,19,48,440,0
13960,21,19,48,439,0
13961,21,19,48,438,0
13962,21,19,42,438,0
13963,21,19,40,440,0
13964,21,19,41,438,0
13965,21,19,32,440,0
13966,21,19,37,438,0
13967,21,19,31,436,0
13968,21,19,37,436,0
13969,21,19,19,443,0
13970,21,19,31,440,0
13971,21,19,31,440,0
13972,21,19,22,434,0
13973,21,19,20,434,0
13974,21,19,27,440,0
13975,21,20,19,439,0
13976,21,20,24,435,0
13977,21,20,24,437,0
13978,21,20,24,436,0
13979,21,20,24,438,0
13980,21,20,24,441,0
13981,21,20,24,440,0
13982,21,20,24,438,0
13983,21,20,24,436,0
13984,21,20,24,440,0
13985,21,20,24,444,0
13986,21,20,12,444,0
13987,21,20,6,437,0
13988,21,20,6,440,0
13989,21,20,6,434,0
13990,21,20,6,439,0
13991,21,20,6,444,0
13992,21,20,6,446,0
13993,21,20,12,437,0
13994,21,20,14,436,0
13995,21,20,10,438,0
13996,21,20,9,441,0
13997,21,20,9,444,0
13998,21,20,7,439,0
13999,21,20,7,439,0
14000,21,20,7,442,0
14001,21,20,11,439,0
14002,21,20,14,437,0
14003,21,20,14,439,0
14004,21,20,11,440,0
14005,21,20,14,441,0
14006,21,20,14,441,0
14007,21,20,14,439,0
14008,21,20,14,437,0
14009,21,20,14,436,0
14010,21,20,14,437,0
14011,21,20,14,438,0
14012,21,20,14,441,0
14013,21,20,14,441,0
14014,21,21,14,434,0
14015,21,21,14,438,0
14016,21,21,14,443,0
14017,21,21,14,441,0
14018,21,21,14,437,0
14019,21,21,14,435,0
14020,21,21,5,441,0
14021,21,21,0,443,0
14022,21,21,0,439,0
14023,21,21,0,438,0
14024,21,21,0,437,0
14025,21,21,0,438,0
14026,21,21,0,438,0
14027,21,21,0,443,0
14028,21,21,0,439,0
14029,21,21,0,439,0
14030,21,21,0,440,0
14031,21,21,0,440,0
14032,21,21,0,432,0
14033,21,21,0,435,0
14034,21,21,0,437,0
14035,21,21,0,442,0
14036,21,21,0,431,0
14037,21,21,0,437,0
14038,21,21,0,434,0
14039,21,21,0,440,0
14040,21,21,0,440,0
14041,21,21,0,440,0
14042,21,21,0,436,0
14043,21,21,0,435,0
14044,21,21,0,440,0
14045,21,21,0,438,0
14046,21,21,0,435,0
14047,21,21,0,435,0
14048,21,21,0,434,0
14049,21,21,0,436,0
14050,21,21,0,440,0
14051,21,21,0,441,0
14052,21,21,0,442,0
14053,21,21,0,436,0
14054,21,21,0,437,0
14055,21,21,0,442,0
14056,21,21,0,442,0
14057,21,21,0,440,0
14058,21,21,0,437,0
14059,21,21,0,437,0
14060,21,21,0,436,0
14061,21,21,0,434,0
14062,21,21,0,436,0
14063,21,21,0,439,0
14064,21,22,0,439,0
14065,21,22,0,436,0
14066,20,22,0,439,0
14067,20,22,0,443,0
14068,21,22,0,438,0
14069,21,22,0,435,0
14070,20,22,0,434,0
14071,20,22,0,438,0
14072,20,22,0,431,0
14073,20,22,0,430,0
14074,20,22,0,437,0
14075,20,22,0,439,0
14076,21,22,0,437,0
14077,20,22,0,444,0
14078,20,22,0,435,0
14079,20,22,0,434,0
14080,20,22,0,438,0
14081,20,22,0,442,0
14082,20,22,0,433,0
14083,20,22,0,433,0
14084,20,22,0,433,0
14085,20,22,0,432,0
14086,20,22,0,439,0
14087,20,22,0,441,0
14088,20,22,0,443,0
14089,20,22,0,445,0
14090,20,22,0,440,0
14091,20,22,0,433,0
14092,20,22,0,436,0
14093,20,22,0,441,0
14094,20,22,0,433,0
14095,20,22,0,434,0
14096,20,22,0,434,0
14097,20,22,0,437,0
14098,20,22,0,439,0
14099,20,22,0,439,0
14100,20,22,0,432,0
14101,20,22,0,442,0
14102,20,23,0,439,0
14103,20,23,0,432,0
14104,20,23,0,434,0
14105,20,23,0,434,0
14106,20,23,0,435,0
14107,20,23,0,437,0
14108,20,23,0,437,0
14109,20,23,0,437,0
14110,20,23,0,436,0
14111,20,23,0,438,0
14112,20,23,0,428,0
14113,20,23,0,433,0
14114,20,23,0,435,0
14115,20,23,0,440,0
14116,20,23,0,439,0
14117,20,23,0,440,0
14118,20,23,0,438,0
14119,20,23,0,437,0
14120,20,23,0,436,0
14121,20,23,0,436,0
14122,20,23,0,435,0
14123,20,23,0,432,0
14124,20,23,0,436,0
14125,20,23,0,441,0
14126,20,23,0,437,0
14127,20,23,0,438,0
14128,20,23,0,436,0
14129,20,23,0,438,0
14130,20,23,0,435,0
14131,20,23,0,441,0
14132,20,23,0,436,0
14133,20,23,0,435,0
14134,20,23,0,438,0
14135,20,23,0,439,0
14136,20,23,0,440,0
14137,20,23,0,442,0
14138,20,23,0,440,0
14139,20,23,0,439,0
14140,20,23,0,437,0
14141,20,23,0,433,0
14142,20,23,0,439,0
14143,20,23,0,439,0
14144,20,23,0,435,0
14145,20,24,0,439,0
14146,20,24,0,441,0
14147,20,24,0,441,0
14148,20,24,0,442,0
14149,20,24,0,440,0
14150,20,24,0,440,0
14151,20,24,0,444,0
14152,20,24,0,443,0
14153,20,24,0,442,0
14154,20,24,0,441,0
14155,20,24,0,440,0
14156,20,24,0,442,0
14157,20,24,0,435,0
14158,20,24,0,438,0
14159,20,24,0,442,0
14160,20,24,0,436,0
14161,20,24,0,440,0
14162,20,24,0,445,0
14163,20,24,0,441,0
14164,20,24,0,443,0
14165,20,24,0,439,0
14166,20,24,0,439,0
14167,20,24,0,444,0
14168,20,24,0,439,0
14169,20,24,0,439,0
14170,20,24,0,437,0
14171,20,24,0,435,0
14172,20,24,0,440,0
14173,20,24,0,435,0
14174,20,24,0,440,0
14175,20,24,0,440,0
14176,20,24,0,445,0
14177,20,24,0,442,0
14178,20,24,0,441,0
14179,20,24,0,442,0
14180,20,24,0,440,0
14181,20,24,0,439,0
14182,20,25,0,446,0
14183,20,24,0,445,0
14184,20,25,0,444,0
14185,20,25,0,445,0
14186,20,25,0,444,0
14187,20,25,0,444,0
14188,20,25,0,443,0
14189,20,25,0,443,0
14190,20,25,0,443,0
14191,20,25,0,442,0
14192,20,25,0,447,0
14193,20,25,0,442,0
14194,20,25,0,442,0
14195,20,25,0,434,0
14196,20,25,0,439,0
14197,20,25,0,440,0
14198,20,25,0,439,0
14199,20,25,0,437,0
14200,20,25,0,442,0
14201,20,25,0,446,0
14202,20,25,0,442,0
14203,20,25,0,441,0
14204,20,25,0,441,0
14205,20,25,0,443,0
14206,20,25,0,442,0
14207,20,25,0,439,0
14208,20,25,0,443,0
14209,20,25,0,441,0
14210,20,25,0,441,0
14211,20,25,0,444,0
14212,20,25,0,446,0
14213,20,25,0,447,0
14214,20,25,0,445,0
14215,20,25,0,443,0
14216,20,25,0,444,0
14217,20,25,0,445,0
14218,20,25,0,443,0
14219,20,25,0,441,0
14220,20,25,0,441,0
14221,20,25,0,439,0
14222,20,25,0,447,0
14223,20,25,0,447,0
14224,20,25,0,442,0
14225,20,25,0,439,0
14226,20,25,0,440,0
14227,20,25,0,440,0
14228,20,25,0,442,0
14229,20,25,0,440,0
14230,20,25,0,440,0
14231,20,25,0,440,0
14232,20,26,0,440,0
14233,20,26,0,441,0
14234,20,26,0,443,0
14235,20,26,0,442,0
14236,20,26,0,445,0
14237,20,26,0,441,0
14238,20,26,0,440,0
14239,20,26,0,440,0
14240,20,26,0,434,0
14241,20,26,0,440,0
14242,20,26,0,443,0
14243,20,26,0,443,0
14244,20,26,0,441,0
14245,20,26,0,443,0
14246,20,26,0,444,0
14247,20,26,0,446,0
14248,20,26,0,436,0
14249,20,26,0,439,0
14250,20,26,0,436,0
14251,20,26,0,443,0
14252,20,26,0,446,0
14253,20,26,0,446,0
14254,20,26,0,441,0
14255,20,26,0,440,0
14256,20,26,0,439,0
14257,20,26,0,444,0
14258,20,26,0,441,0
14259,20,26,0,439,0
14260,20,26,0,441,0
14261,20,26,0,444,0
14262,20,26,0,439,0
14263,20,26,0,438,0
14264,20,26,0,438,0
14265,20,26,0,440,0
14266,20,26,0,443,0
14267,20,26,0,435,0
14268,20,27,0,439,0
14269,20,27,0,438,0
14270,20,27,0,440,0
14271,20,27,0,438,0
14272,20,27,0,441,0
14273,20,27,0,435,0
14274,20,27,0,437,0
14275,20,27,0,438,0
14276,20,27,0,441,0
14277,20,27,0,442,0
14278,20,27,0,442,0
14279,20,27,0,441,0
14280,20,27,0,444,0
14281,20,27,0,441,0
14282,20,27,0,440,0
14283,20,27,0,430,0
14284,20,27,0,433,0
14285,20,27,0,443,0
14286,20,27,0,439,0
14287,20,27,0,441,0
14288,20,27,0,443,0
14289,20,27,0,439,0
14290,20,27,0,437,0
14291,20,27,0,438,0
14292,20,27,0,438,0
14293,20,27,0,445,0
14294,20,27,0,443,0
14295,20,27,0,441,0
14296,20,27,0,442,0
14297,20,27,0,443,0
14298,20,27,0,441,0
14299,20,27,0,438,0
14300,20,27,0,438,0
14301,20,27,0,439,0
14302,20,27,0,441,0
14303,20,27,0,444,0
14304,20,27,0,442,0
14305,20,27,0,438,0
14306,20,27,0,441,0
14307,20,27,0,441,0
14308,20,27,0,443,0
14309,20,27,0,442,0
14310,20,27,0,446,0
14311,20,27,0,444,0
14312,20,27,0,438,0
14313,20,27,0,438,0
14314,20,27,0,437,0
14315,20,27,0,437,0
14316,20,27,0,444,0
14317,20,28,0,444,0
14318,20,27,0,442,0
14319,20,28,0,440,0
14320,20,28,0,441,0
14321,20,28,0,444,0
14322,20,28,0,438,0
14323,20,28,0,444,0
14324,20,28,0,445,0
14325,20,28,0,440,0
14326,20,28,0,441,0
14327,20,28,0,437,0
14328,20,28,0,435,0
14329,20,28,0,442,0
14330,20,28,0,443,0
14331,20,28,0,441,0
14332,20,28,0,439,0
14333,20,28,0,437,0
14334,20,28,0,440,0
14335,20,28,0,439,0
14336,20,28,0,438,0
14337,20,28,0,438,0
14338,20,28,0,443,0
14339,20,28,0,439,0
14340,20,28,0,441,0
14341,20,28,0,438,0
14342,20,28,0,440,0
14343,20,28,0,436,0
14344,20,28,0,438,0
14345,20,28,0,437,0
14346,20,28,0,435,0
14347,20,28,0,439,0
14348,20,28,0,438,0
14349,20,28,0,442,0
14350,20,28,0,440,0
14351,20,28,0,436,0
14352,20,28,0,434,0
14353,20,28,0,433,0
14354,20,28,0,434,0
14355,20,28,0,432,0
14356,20,28,0,432,0
14357,20,28,0,431,0
14358,20,28,0,435,0
14359,20,28,0,438,0
14360,20,28,0,440,0
14361,20,28,0,441,0
14362,20,28,0,436,0
14363,20,28,0,436,0
14364,20,28,0,439,0
14365,20,29,0,437,0
14366,20,29,0,431,0
14367,20,29,0,434,0
14368,20,28,0,438,0
14369,20,29,0,437,0
14370,20,29,0,439,0
14371,20,29,0,437,0
14372,20,29,0,441,0
14373,20,29,0,441,0
14374,20,29,0,440,0
14375,20,29,0,440,0
14376,20,29,0,440,0
14377,20,29,0,436,0
14378,20,29,0,439,0
14379,20,29,0,441,0
14380,20,29,0,438,0
14381,20,29,0,435,0
14382,20,29,0,436,0
14383,20,29,0,440,0
14384,20,29,0,438,0
14385,20,29,0,440,0
14386,20,29,0,441,0
14387,20,29,0,438,0
14388,20,29,0,440,0
14389,20,29,0,442,0
14390,20,29,0,439,0
14391,20,29,0,435,0
14392,20,29,0,437,0
14393,20,29,0,439,0
14394,20,29,0,439,0
14395,20,29,0,441,0
14396,20,29,0,441,0
14397,20,29,0,445,0
14398,20,29,0,444,0
14399,20,29,0,438,0
14400,20,29,0,439,0
14401,20,29,0,434,0
14402,20,29,0,432,0
14403,20,29,0,433,0
14404,20,29,0,433,0
14405,20,29,0,439,0
